Bil.,NAMA IPT,"KATEGORI PPT
(IPTA/ IPTS)",,NEGARA,
,"BURLINGTON COLLEGE, BURLINGTON, UTAH",2,00315,,Both
,"BUTLER UNIVERSITY, INDIANAPOLIS, INDIANA",2,00316,,Both
,"C.W. POST CAMPUS OF LONG ISLAND UNIVERSITY , BROOKVILLE, NEW YORK",2,00317,,Both
,"CABRINI COLLEGE, RADNOR, PENNSYLVANIA",2,00318,,Both
,"CALICUT UNIVERSITY - MEDICAL COLLEGE, CALICUT",2,00319,,Both
,"CALIFORNIA STATE COLLEGE, CALIFORNIA, PENNSYLVANIA",2,00320,,Both
,"CALIFORNIA BAPTIST COLLEGE, RIVERSIDE, CALIFORNIA",2,00321,,Both
,"CALIFORNIA COLLEGE OF ARTS & CRAFTS, OAKLAND, CALIFORNIA",2,00322,,Both
,"CALIFORNIA INSTITUTE OF ARTS, VALENCIA, CALIFORNIA",2,00323,,Both
,"CALIFORNIA INSTITUTE OF TECHNOLOGY, PASADENA, CALIFORNIA",2,00324,,Both
,"CALIFORNIA LUTHERAN COLLEGE, THOUSAND OAKS, CALIFORNIA",2,00325,,Both
,"CALIFORNIA MARITIME ACADEMY, VALLEJO, CALIFORNIA",2,00326,,Both
,"CALIFORNIA POLYTECHNIC STATE UNIVERSITY, SAN LUIS OBISPO, CALIFORNIA",2,00327,,Both
,"CALIFORNIA SCHOOL OF PROFESSIONAL PSYCHOLOGY, FRESNO, CALIFORNIA",2,00328,,Both
,CALIFORNIA STATE COLLEGE,2,00329,UNITED STATES,Both
,"CALIFORNIA STATE COLLEGE, BAKERSFIELD, CALIFORNIA",2,00330,UNITED STATES,Both
,"CALIFORNIA STATE COLLEGE, STANISLAUS, TURLOCK, CALIFORNIA",2,00331,UNITED STATES,Both
,CALIFORNIA STATE POLYTECHNIC UNIVERSITY,2,00332,UNITED STATES,Both
,CALIFORNIA STATE UNIVERSITY,2,00333,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD, CALIFORNIA",2,00334,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS, CALIFORNIA",2,00335,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, FRESNO, CALIFORNIA",2,00336,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, FULLERTON, CALIFORNIA",2,00337,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, HAYWARD, CALIFORNIA",2,00338,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES, CALIFORNIA",2,00339,UNITED STATES,Both
,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE, CALIFORNIA",2,00340,,Both
,"CALUMET COLLEGE OF ST. JOSEPH, WHITING, INDIANA",2,00341,,Both
,"CALVARY BIBLE COLLEGE, KANSAS CITY, MISSOURI",2,00342,,Both
,"CALVIN COLLEGE, GRAND RAPIDS, MICHIGAN",2,00343,,Both
,CAMBERWELL SCHOOL OF ART & CRAFTS,2,00344,UNITED STATES,Both
,"CAMERON UNIVERSITY, LAWTON, OKLAHOMA",2,00345,UNITED STATES,Both
,"CAMPBELL UNIVERSITY, BUIES CREEK, NORTH CAROLINA",2,00346,UNITED STATES,Both
,"CAMPBELLSVILLE COLLEGE, CAMPBELLSVILLE, KENTUCKY",2,00347,,Both
,"CANBERRA COLLEGE OF ADVANCED EDUCATION, SCHOOL OF LIBERAL STUDIES",2,00348,,Both
,"CANISIUS COLLEGE, BUFFALO, NEW YORK",2,00349,,Both
,CANTERBURY CHRIST CHURCH COLLEGE OF HIGHER EDUCATION/CANTERBURY CHRIST CHURCH UNIVERSITY,2,00350,,Both
,CANTERBURY COLLEGE OF ART,2,00351,,Both
,"CAPITAL UNIVERSITY, COLUMBUS, OHIO",2,00352,,Both
,"CAPITOL COLLEGE, LAUREL, MARYLAND",2,00353,,Both
,CARDIFF COLLEGE FOOD TECHNOLOGY,2,00354,,Both
,CARDIFF INSTITUTE OF HIGHER EDUCATION,2,00355,,Both
,"CARDINAL STRITCH UNIVERSITY/ CARDINAL STRITCH COLLEGE, MILWAUKEE, WISCONSIN",2,00356,,Both
,"CARLETON COLLEGE, NORTHFIELD, MINNESOTA",2,00357,,Both
,CARLETON UNIVERSITY,2,00358,,Both
,"CARLOW COLLEGE, PITTSBURG, PENNSYLVANIA",2,00359,,Both
,"CARNEGIE-MELLON UNIVERSITY, PITTSBURG, PENNSYLVANIA",2,00360,,Both
,CARRINGTON POLYTECHNIC,2,00361,,Both
,"CARROLL COLLEGE, HELENA, MONTANA",2,00362,,Both
,"CARROLL UNIVERSITY/ CARROLL COLLEGE, WAUKESHA, WISCONSIN",2,00363,,Both
,"CARSON–NEWMAN UNIVERSITY/ CARSON-NEWMAN COLLEGE, JEFFERSON CITY, TENNESSEE",2,00364,,Both
,"CARTHAGE COLLEGE, KENOSHA, WISCONSIN",2,00365,,Both
,"CASE WESTERN RESERVE UNIVERSITY SCHOOL OF MEDICINE, CLEVELAND, OHIO",2,00366,,Both
,"CASE WESTERN RESERVE UNIVERSITY, CLEVELAND, OHIO",2,00367,,Both
,"CASTLETON UNIVERSITY/ CASTLETON STATE COLLEGE, CASTLETON, VERMONT",2,00368,UNITED STATES,Both
,"CATAWBA COLLEGE, SALISBURY, NORTH CAROLINA",2,00369,,Both
,"CATHOLIC UNIVERSITY OF AMERICA, WASHINGTON",2,00370,,Both
,CATHOLIC UNIVERSITY OF LEUVEN (KATHOLIEKE UNIVERSITEIT LEUVEN),2,00371,,Both
,"CAZENOVIA COLLEGE, CAZENOVIA, NEW YORK",2,00372,,Both
,"CEDAR CREST COLLEGE, ALLENTOWN, PENNSYLVANIA",2,00373,,Both
,"CEDARVILLE COLLEGE, CEDARVILLE, OHIO",2,00374,,Both
,"CENTENARY COLLEGE OF LOUISIANA, SHREVEPORT, LOUISIANA",2,00375,,Both
,"CENTENARY COLLEGE, HACKETTSTOWN, NEW JERSEY",2,00376,,Both
,"CENTER FOR CREATIVE STUDIES-COLLEGE OF ART & DESIGN, DETROIT, MICHIGAN",2,00377,,Both
,"CENTRAL BAPTIST COLLEGE, CONWAY, ARKANSAS",2,00378,,Both
,"CENTRAL BIBLE COLLEGE, SPRINGFIELD, MISSOURI",2,00379,,Both
,"CENTRAL CHRISTIAN COLLEGE OF THE BIBLE, MOBERLY, MISSOURI",2,00380,,Both
,"CENTRAL COLLEGE, PELLA, IOWA",2,00381,,Both
,"CENTRAL CONNECTICUT STATE UNIVERSITY, BRIDGEPORT, CONNECTICUT",2,00382,,Both
,"CENTRAL METHODIST COLLEGE, FAYETTE, MISSOURI",2,00383,,Both
,"CENTRAL MICHIGAN UNIVERSITY, MOUNT PLEASANT, MICHIGAN",2,00384,,Both
,CENTRAL QUEENSLAND UNIVERSITY,2,00385,,Both
,CENTRAL SCHOOL OF ART AND DESIGN (CENTRAL SAINT MARTIN COLLEGE),2,00386,,Both
,CENTRAL SCHOOL OF SPEECH AND DRAMA,2,00387,,Both
,"CENTRAL STATE UNIVERSITY, WILBERFORCE, OHIO",2,00388,,Both
,"CENTRAL WASHINGTON UNIVERSITY, ELLENSBURG, WASHINGTON",2,00389,,Both
,"CENTRAL WESLEYAN COLLEGE, CENTRAL, SOUTH CAROLINA",2,00390,,Both
,"CENTRE COLLEGE, DANVILLE, KENTUCKY",2,00391,,Both
,"CHADRON STATE COLLEGE, CHADRON, NEBRASKA",2,00392,,Both
,"CHAMINADE UNIVERSITY OF HONOLULU, HONOLULU, HAWAII",2,00393,,Both
,"CHAPMAN COLLEGE, ORANGE, CALIFORNIA",2,00394,,Both
,CHARING CROSS AND WESTMINSTER MEDICAL SCHOOL (UNIVERSITY OF LONDON),2,00395,,Both
,CHARLES DARWIN UNIVERSITY,2,00396,,Both
,CHARLES STURT UNIVERSITY,2,00397,,Both
,"CHARLESTON SOUTHERN UNIVERSITY/ BAPTIST COLLEGE AT CHARLESTON, CHARLESTON, SOUTH CAROLINA",2,00398,,Both
,CHARTERED INSTITUTE OF MARKETING (CIM),2,00399,,Both
,CHARTERED INSTITUTE OF PUBLIC FINANCE & ACCOUNTANCY (THE INST. OF MUNICIPLE TREASURE & ACCOUNTANCY),2,00400,,Both
,"CHATHAM UNIVERSITY / CHATHAM COLLEGE, PITTSBURGH, PENNSYLVANIA",2,00401,,Both
,CHELMER INSTITUTE OF HIGHER EDUCATION,2,00402,,Both
,CHELSEA SCHOOL OF ART,2,00403,,Both
,CHELTENHAM AND GLOUCESTER COLLEGE OF HIGHER EDUCATION,2,00404,,Both
,CHESTER COLLEGE,2,00405,,Both
,"CHESTNUT HILL COLLEGE, PHILADELPHIA, PENNSYLVANIA",2,00406,,Both
,"CHEYNEY UNIVERSITY OF PENNSYLVANIA, CHEYNEY, PENNSYLVANIA",2,00407,,Both
,CHIBA UNIVERSITY,2,00408,,Both
,"CHICAGO MEDICAL COLLEGE, CHICAGO, ILLINOIS",2,00409,,Both
,"CHICAGO STATE UNIVERSITY, CHICAGO, ILLINOIS",2,00410,,Both
,CHICHESTER INSTITUTE OF HIGHER EDUCATION / UNIVERSITY OF CHICHESTER,2,00411,,Both
,CHINA MEDICAL COLLEGE/CHINA MEDICAL UNIVERSITY,2,00412,,Both
,"CHRIST COLLEGE, IRVINE, CALIFORNIA",2,00413,,Both
,CHRISTCHURCH POLYTECHNIC,2,00414,,Both
,"CHRISTENDOM COLLEGE, FRONT ROYAL, VIRGINIA",2,00415,,Both
,"CHRISTIAN BROTHERS UNIVERSITY/ CHRISTIAN BROTHERS COLLEGE, MEMPHIS, TENNESSEE",2,00416,,Both
,"CHRISTIAN HERITAGE COLLEGE, EL CAJON, CALIFORNIA",2,00417,,Both
,"CHRISTOPHER NEWPORT UNIVERSITY/ CHRISTOPHER NEWPORT COLLEGE, NEWPORT NEWS, VIRGINIA",2,00418,,Both
,"CHULALONGKORN UNIVERSITY, THAILAND",2,00419,,Both
,CHUNG SHAN MEDICAL AND DENTAL COLLEGE/CHUNG SHAN MEDICAL UNIVERSITY,2,00420,,Both
,"CINCINNATI BIBLE COLLEGE & SEMINARY, CINCINNATI, OHIO",2,00421,,Both
,"CINCINNATI COLLEGE OF MORTUARY SCIENCE, CINCINNATI, OHIO",2,00422,,Both
,"CIRCLEVILLE BIBLE COLLEGE, CIRCLEVILLE, OHIO",2,00423,,Both
,"CITY COLLEGE OF NEW YORK, NEW YORK",2,00424,,Both
,"CITY COLLEGE, NORWICH",2,00425,,Both
,"CITY OF BIRMINGHAM POLYTECHNIC, UNIVERSITY OF CENTRAL ENGLAND, BIRMINGHAM",2,00426,,Both
,CITY UNIVERSITY,2,00427,,Both
,CITY UNIVERSITY OF HONG KONG,2,00428,,Both
,CITY UNIVERSITY OF LONDON,2,00429,,Both
,CITY UNIVERSITY OF NEW YORK,2,00430,,Both
,"CITY UNIVERSITY, BELLEVUE, WASHINGTON",2,00431,,Both
,"CITY UNIVERSITY/ CITY UNIVERSITY COLLEGE OF SCIENCE & TECHNOLOGY (CUCST)/ UNITY COLLEGE INTERNATIONAL (UCI), PETALING JAYA, SELANGOR",2,00432,,Both
,"CLAFLIN UNIVERSITY/ CLAFLIN COLLEGE, ORANGEBURG, SOUTH CAROLINA",2,00433,,Both
,"CLAREMONT McKENNA COLLEGE, CLAREMONT, CALIFORNIA",2,00434,,Both
,CLARION UNIVERSITY OF PENNSYLVANIA,2,00435,,Both
,"CLARK ATLANTA UNIVERSITY, ATLANTA, GEORGIA",2,00436,,Both
,"CLARK UNIVERSITY, WORCESTER, MASSACHUSETTS",2,00437,,Both
,"CLARKE COLLEGE, DUBUQUE, IOWA",2,00438,,Both
,"CLARKSON UNIVERSITY, POTSDAM, NEW YORK",2,00439,,Both
,"CLAYTON STATE UNIVERSITY/ CLAYTON STATE COLLEGE, MORROW, GEORGIA",2,00440,,Both
,"CLEARWATER CHRISTIAN COLLEGE, CLEARWATER, FLORIDA",2,00441,,Both
,"CLEARY UNIVERSITY, YPSILANTI, MICHIGAN",2,00442,,Both
,"CLEMSON UNIVERSITY, CLEMSON, SOUTH CAROLINA",2,00443,,Both
,"CLEVELAND INSTITUTE OF ART, CLEVELAND, OHIO",2,00444,,Both
,"CLEVELAND INSTITUTE OF MUSIC, CLEVELAND, OHIO",2,00445,,Both
,"CLEVELAND STATE UNIVERSITY, OHIO",2,00446,,Both
,"COE COLLEGE, CEDAR RAPIDS, IOWA",2,00447,,Both
,"COGSWELL POLYTECHNICAL COLLEGE, SAN JOSE, CALIFORNIA",2,00448,,Both
,"COKER COLLEGE, HARTSVILLE, SOUTH CAROLINA",2,00449,,Both
,"COLBY COLLEGE, WATERVILLE, MAINE",2,00450,,Both
,"COLBY-SAWYER COLLEGE, NEW LONDON, NEW HAMPSHIRE",2,00451,,Both
,COLCHESTER INSTITUTE,2,00452,,Both
,"COLEMAN COLLEGE, LA MESA, CALIFORNIA",2,00453,,Both
,"COLLEGE FOR HUMAN SERVICES, NEW YORK",2,00454,,Both
,"COLLEGE OF AERONAUTICS, FLUSHING, NEW YORK",2,00455,,Both
,"COLLEGE OF ANIMAL HUSBANDRY, LAHORE, UNIVERSITY OF THE PUNJAB",2,00456,,Both
,"COLLEGE OF BOCA RATON, BOCA RATON, FLORIDA",2,00457,,Both
,"COLLEGE OF BUSINESS, DEARBON, MICHIGAN",2,00458,,Both
,"COLLEGE OF CHARLESTON, CHARLESTON, SOUTH CAROLINA",2,00459,,Both
,"COLLEGE OF DENTAL SCIENCES, DAVENGERE",2,00460,,Both
,"COLLEGE OF DENTAL SURGERY, MANIPAL ACADEMY OF HIGHER EDUCATION, MANGALORE, KARNATAKA",2,00461,,Both
,"COLLEGE OF DENTISTRY, BAYLOR UNIVERSITY, DALLAS, TEXAS",2,00462,,Both
,"COLLEGE OF DENTISTRY, THE OHIO STATE UNIVERSITY, COLUMBUS, OHIO",2,00463,,Both
,"COLLEGE OF DENTISTRY, UNIVERSITY OF NEBRASKA, LINCOLN, NEBRASKA",2,00464,,Both
,"COLLEGE OF DENTISTRY, UNIVERSITY OF TENNESSEE, MEMPHIS, TENNESSEE",2,00465,,Both
,"COLLEGE OF ENVIRONMENTAL SCIENCE AND FORESTRY, SYRACUSE, NEW YORK",2,00466,,Both
,COLLEGE OF ESTATE MANAGEMENT,2,00467,,Both
,"COLLEGE OF GREAT FALLS, GREAT FALLS, MONTANA",2,00468,,Both
,"COLLEGE OF IDAHO, CALDWELL, IDAHO",2,00469,,Both
,"COLLEGE OF INSURANCE, NEW YORK",2,00470,,Both
,"COLLEGE OF LIBRARIANSHIP WALES, ABERYSTWYTH",2,00471,,Both
,"COLLEGE OF MOUNT SAINT VINCENT, RIVERDALE, NEW YORK",2,00472,,Both
,"COLLEGE OF MOUNT ST. JOSEPH, MOUNT ST. JOSEPH, OHIO",2,00473,,Both
,"COLLEGE OF NEW ROCHELE, NEW ROCHELE, NEW YORK",2,00474,,Both
,"COLLEGE OF OUR LADY OF THE ELMS, CHICOPEE, MASSACHUSETTS",2,00475,,Both
,"COLLEGE OF PHYSICIANS & SURGEONS, BOMBAY (Medical college shown under the University of Bombay)",2,00476,,Both
,COLLEGE OF RIPPON&YORK ST. JOHN,2,00477,,Both
,"COLLEGE OF SAINT ELIZABETH, CONVENT STATION, NEW JERSEY",2,00478,,Both
,"COLLEGE OF SAINT JOSEPH, UTAH",2,00479,,Both
,"COLLEGE OF SAINT MARY, OMAHA, NEBRASKA",2,00480,,Both
,"COLLEGE OF SAINT ROSE, ALBANY, NEW YORK",2,00481,,Both
,"COLLEGE OF ST. BENEDICT, MINNESOTA",2,00482,,Both
,"COLLEGE OF ST. CATHERINE, ST. PAUL, MINNESOTA",2,00483,,Both
,COLLEGE OF ST. MARK & ST. JOHN,2,00484,,Both
,"COLLEGE OF ST. SCHOLASTICA, MINNESOTA",2,00485,,Both
,"COLLEGE OF THE ATLANTIC, BAR HARBOR, MAINE",2,00486,,Both
,"COLLEGE OF THE HOLY CROSS, WORCESTER, MASSACHUSETTS",2,00487,,Both
,"COLLEGE OF THE OZARKS, POINT LOOKOUT, MISSOURI",2,00488,,Both
,"COLLEGE OF THE SOUTHWEST, HOBBS, NEW MEXICO",2,00489,,Both
,"COLLEGE OF WILLIAM AND MARY IN VIRGINIA, WILLIAMSBURG, VIRGINIA",2,00490,,Both
,"COLLEGE OF WOOSTER, WOOSTER, OHIO",2,00491,,Both
,"COLORADO CHRISTIAN UNIVERSITY, LAKEWOOD, COLORADO",2,00492,,Both
,"COLORADO COLLEGE, COLORADO SPRINGS, COLORADO",2,00493,,Both
,"COLORADO SCHOOL OF MINES, GOLDEN, COLORADO",2,00494,,Both
,COLORADO STATE UNIVERSITY,2,00495,UNITED STATES,Both
,"COLORADO STATE UNIVERSITY, FORT COLLINS, COLORADO",2,00496,,Both
,"COLORADO TECHNICAL UNIVERSITY/ COLORADO TECHNICAL COLLEGE, COLORADO SPRINGS, COLORADO",2,00497,,Both
,"COLUMBIA CHRISTIAN COLLEGE, PORTLAND, OREGON",2,00498,,Both
,COLUMBIA COLLEGE,2,00499,,Both
,"COLUMBIA COLLEGE HOLLYWOOD, CALIFORNIA",2,00500,,Both
,"COLUMBIA COLLEGE OF NURSING, MILWAUKEE, WISCONSIN",2,00501,,Both
,"COLUMBIA INTERNATIONAL UNIVERSITY/ COLUMBIA BIBLE COLLEGE & SEMINARY, COLUMBIA, SOUTH CAROLINA",2,00502,,Both
,"COLUMBIA UNION COLLEGE, TAKOMA PARK, MARYLAND",2,00503,,Both
,"COLUMBIA UNIVERSITY COLLEGE OF PHYSICIANS AND SURGEONS, NEW YORK",2,00504,,Both
,"COLUMBIA UNIVERSITY, NEW YORK",2,00505,,Both
,"COLUMBUS COLLEGE OF ART AND DESIGN, COLUMBUS, OHIO",2,00506,,Both
,"COLUMBUS COLLEGE, COLUMBUS, GEORGIA",2,00507,,Both
,"COMMUNICATION, ADVERTISING AND MARKETING EDUCATION FOUNDATION LIMITED (CAM)",2,00508,,Both
,"CONCEPTION SEMINARY COLLEGE, CONCEPTION, MISSOURI",2,00509,,Both
,"CONCORD UNIVERSITY/ CONCORD COLLEGE, ATHENS, WEST VIRGINIA",2,00510,,Both
,CONCORDIA COLLEGE,2,00511,UNITED STATES,Both
,"CONCORDIA COLLEGE, MOORHEAD, MINNESOTA",2,00512,UNITED STATES,Both
,"CONCORDIA COLLEGE, ST. PAUL, MINNESOTA",2,00513,UNITED STATES,Both
,"CONCORDIA LUTHERAN COLLEGE, AUSTIN, TEXAS",2,00514,,Both
,CONCORDIA TEACHERS COLLEGE,2,00515,UNITED STATES,Both
,"CONCORDIA TEACHERS COLLEGE, RIVER FOREST, ILLINOIS",2,00516,UNITED STATES,Both
,"CONCORDIA TEACHERS COLLEGE, SEWARD, NEBRASKA",2,00517,,Both
,CONCORDIA UNIVERSITY WISCONSIN,2,00518,UNITED KINGDOM,Both
,"CONJOINT EXAMINATION BRD., LONDON",2,00519,UNITED KINGDOM,Both
,"CONNECTICUT COLLEGE, NEW LONDON, CONNECTICUT",2,00520,,Both
,"CONVERSE COLLEGE, COLUMBIA, SOUTH CAROLINA",2,00521,,Both
,"COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART, NEW YORK",2,00522,,Both
,"COPPIN STATE COLLEGE, BALTIMORE, MARYLAND",2,00523,,Both
,"CORBAN UNIVERSITY/ WESTERN BAPTIST COLLEGE, SALEM, OREGON",2,00524,,Both
,"CORNELL COLLEGE, MOUNT VERNON, IOWA",2,00525,,Both
,"CORNELL UNIVERSITY, ITHACA, NEW YORK",2,00526,,Both
,"CORNELL UNIVERSITY, MEDICAL COLLEGE, NEW YORK",2,00527,,Both
,"CORNISH INSTITUTE, SEATTLE, WASHINGTON",2,00528,,Both
,"CORPUS CHRISTI STATE UNIVERSITY, CORPUS CHRISTI, TEXAS",2,00529,,Both
,COURTAULD INSTITUTE OF ART (UNIVERSITY OF LONDON),2,00530,,Both
,"COVENANT COLLEGE, LOOKOUT MOUNTAIN, GEORGIA",2,00531,,Both
,COVENTRY UNIVERSITY,2,00532,,Both
,"COVENTRY UNIVERSITY, PRIORY ST. COVENTRY",2,00533,,Both
,CRANFIELD INSTITUTE OF TECHNOLOGY/ CRANFIELD UNIVERSITY,2,00534,,Both
,"CREIGHTON UNIVERSITY, OMAHA, NEBRASKA",2,00535,,Both
,CRIMEA STATE MEDICAL UNIVERSITY,2,00536,,Both
,"CRISWELL COLLEGE, DALLAS, TEXAS",2,00537,,Both
,"CROWN COLLEGE/ ST. PAUL BIBLE COLLEGE, ST. BONIFACIUS, MINNESOTA",2,00538,,Both
,"CULVER-STOCKTON COLLEGE, CANTON, MISSOURI",2,00539,,Both
,"CUMBERLAND COLLEGE, WILLIAMSBURG, KENTUCKY",2,00540,,Both
,"CUMBERLAND UNIVERSITY, LEBANON, TENNESSEE",2,00541,,Both
,"CURRY COLLEGE, MILTON, MASSACHUSETTS",2,00542,AUSTRALIA,Both
,CURTIN UNIVERSITY OF TECHNOLOGY,2,00543,,Both
,"DAEMAN COLLEGE, AMHERST, NEW YORK",2,00544,,Both
,DAITO BUNKA UNIVERSITY,2,00545,,Both
,"DAKOTA STATE UNIVERSITY/ DAKOTA STATE COLLEGE, MADISON, SOUTH DAKOTA",2,00546,,Both
,"DAKOTA WESLEYAN UNIVERSITY, MITCHELL, SOUTH DAKOTA",2,00547,,Both
,"DALHOUSIE UNIVERSITY, HALIFAX",2,00548,,Both
,"DALLAS BAPTIST UNIVERSITY, DALLAS, TEXAS",2,00549,,Both
,"DALLAS CHRISTIAN COLLEGE, DALLAS, TEXAS",2,00550,,Both
,"DANA COLLEGE, BLAIR, NEBRASKA",2,00551,,Both
,"DANIEL WEBSTER COLLEGE, NASHUA, NEW HAMPSHIRE",2,00552,,Both
,"DANISH TECHNICAL UNIVERSITY, DENMARK",2,00553,,Both
,DARTINGTON COLLEGE OF ARTS,2,00554,,Both
,"DARTMOUTH COLLEGE, HANOVER, NEW HAMPSHIRE",2,00555,,Both
,"DAVENPORT COLLEGE OF BUSINESS, GRAND RAPIDS, MICHIGAN",2,00556,,Both
,"DAVID LIPSCOMB COLLEGE, MEMPHIS, TENNESSEE",2,00557,,Both
,"DAVIDSON COLLEGE, DAVIDSON, NORTH CAROLINA",2,00558,,Both
,"DAVIS & ELKINS COLLEGE, ELKINS, WEST VIRGINIA",2,00559,,Both
,DE MONTFORT UNIVERSITY (LEICESTER POLYTECHNIC),2,00560,,Both
,"DE MONTMORENCY COLLEGE OF DENTISTRY, LAHORE",2,00561,,Both
,"DE SHERBROOKE UNIVERSITY, CANADA",2,00562,,Both
,"DEACONESS COLLEGE OF NURSING, ST. LOUIS, MISSOURI",2,00563,,Both
,DEAKIN UNIVERSITY,2,00564,,Both
,"DEAKIN UNIVERSITY, GEELONG",2,00565,,Both
,"DEFIANCE COLLEGE, DEFIANCE, OHIO",2,00566,,Both
,"DELAWARE STATE COLLEGE, DOVER, DELAWARE",2,00567,,Both
,"DELAWARE VALLEY COLLEGE OF SCIENCE & AGRICULTURAL, DOYLESTOWN, PENNSYLVANIA",2,00568,,Both
,DELFT UNIVERSITY OF TECHNOLOGY,2,00569,,Both
,"DELTA STATE UNIVERSITY, CLEVELAND, MISSISSIPPI",2,00570,,Both
,"DENISON UNIVERSITY, GRANVILLE, OHIO",2,00571,,Both
,"DEPAUL UNIVERSITY, CHICAGO, ILLINOIS",2,00572,,Both
,"DEPAUW UNIVERSITY, GREENCASTLE, INDIANA",2,00573,,Both
,DEVI AHILYA VISHWAVIDYALAYA (formerly University of Indore) - MAHATMA GANDHI MEMORIAL MED. COL. IND,2,00574,,Both
,DEVRY INSTITUTE OF TECHNOLOGY,2,00575,,Both
,"DICKINSON COLLEGE, CARLISLE, PENNSYLVANIA",2,00576,,Both
,"DICKINSON STATE UNIVERSITY, DICKINSON, NORTH DAKOTA",2,00577,,Both
,"DILLARD UNIVERSITY, NEW ORLEANS, LOUISIANA",2,00578,,Both
,"DIVINE WORD COLLEGE, EPWORTH, IOWA",2,00579,,Both
,"DOANE COLLEGE, CRETE, NEBRASKA",2,00580,,Both
,"DOMINICAN COLLEGE OF BLAUVELT, NEW YORK",2,00581,,Both
,"DOMINICAN COLLEGE OF SAN RAFAEL, CALIFORNIA",2,00582,,Both
,"DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY, BERKELEY, CALIFORNIA",2,00583,,Both
,DONCASTER COLLEGE,2,00584,,Both
,"DORDT COLLEGE, SIOUX CENTER, IOWA",2,00585,,Both
,"DOWLING COLLEGE, OAKDALE, NEW YORK",2,00586,,Both
,"DR. D.Y PATIL DENTAL COLLEGE & HOSPITAL, PUNE",2,00587,,Both
,"DR. D.Y PATIL MEDICAL COLLEGE, PUNE",2,00588,,Both
,"DR. MARTIN LUTHER COLLEGE, NEW ULM, MINNESOTA",2,00589,,Both
,"DRAKE UNIVERSITY, DES MOINES, IOWA",2,00590,,Both
,DRB-HICOM University of Automotive Malaysia,2,00591,,Both
,"DREW UNIVERSITY, MADISON, NEW JERSEY",2,00592,,Both
,"DREXEL UNIVERSITY, PHILADELPHIA, PENNSYLVANIA",2,00593,,Both
,"DRURY COLLEGE, SPRINGFIELD, MISSOURI",2,00594,,Both
,"DUKE UNIVERSITY SCHOOL OF MEDICINE, DURHAM",2,00595,,Both
,"DUKE UNIVERSITY, DURHAM, NORTH CAROLINA",2,00596,,Both
,"DUNCAN OF JORDONSTONE, COLLEGE OF ART AND UNIVERSITY OF DUNDEE",2,00597,,Both
,"DUNDEE COLLEGE OF TECHNOLOGY, SCOTLAND",2,00598,,Both
,"DUQUESNE UNIVERSITY, PITTSBURGH, PENNSYLVANIA",2,00599,,Both
,"DYKE COLLEGE, CLEVELAND, OHIO",2,00600,,Both
,"D'YOUVILLE COLLEGE, BUFFALO, NEW YORK",2,00601,,Both
,EALING TECHNICAL COLLEGE,2,00602,,Both
,"EARLHAM COLLEGE, RICHMOND, INDIANA",2,00603,,Both
,"EAST CAROLINA UNIVERSITY, GREENVILLE, NORTH CAROLINA",2,00604,,Both
,"EAST CENTRAL OKLAHOMA STATE UNIVERSITY, ADA, OKLAHOMA",2,00605,,Both
,"EAST COAST BIBLE COLLEGE, CHARLOTTE, NORTH CAROLINA",2,00606,,Both
,"EAST PAKISTAN AGRICULTURAL UNIVERSITY, MYMENSINGH",2,00607,,Both
,EAST PAKISTAN COLLEGE OF VETERINARY SCIENCE AND ANIMAL HUSBANDRY,2,00608,,Both
,"EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA, EAST STROUDSBURG, PENNSYLVANIA",2,00609,,Both
,"EAST TENNESSEE STATE UNIVERSITY, JOHNSON CITY, TENNESSEE",2,00610,,Both
,"EAST TEXAS BAPTIST UNIVERSITY, MARSHALL, TEXAS",2,00611,,Both
,"EAST TEXAS STATE UNIVERSITY AT TEXARKANA, TEXARKANA, TEXAS",2,00612,,Both
,"EASTERN COLLEGE, ST. DAVIDS, PENNSYLVANIA",2,00613,,Both
,"EASTERN CONNECTICUT STATE UNIVERSITY WILLIMANTIC, CONNECTICUT",2,00614,,Both
,"EASTERN ILLINOIS UNIVERSITY, CHARLESTON, ILLINOIS",2,00615,,Both
,"EASTERN KENTUCKY UNIVERSITY, RICHMOND, KENTUCKY",2,00616,,Both
,"EASTERN MENNONITE COLLEGE, HARRISONBURG, VIRGINIA",2,00617,,Both
,"EASTERN MICHIGAN UNIVERSITY, YPSILANTI, MICHIGAN",2,00618,,Both
,"EASTERN MONTANA COLLEGE, BILLINGS, MONTANA",2,00619,,Both
,"EASTERN NAZARENE COLLEGE, QUINCY, MASSACHUSETTS",2,00620,,Both
,"EASTERN NEW MEXICO UNIVERSITY, PORTALES, NEW MEXICO",2,00621,,Both
